moment	social
I did some bike riding.	no
I played with my cat	no
I got first place in regionals to my swim team.	yes
I joined a women's group for divorce support, which has surprisingly brought me many moments of happy.	yes
I won $50 at a Bingo event tonight.	yes
MY FAMILY VISITED TO nan BEACH NEAR RAMANATHAPURAM	yes
I catered a wedding for 100 people and the bride and groom were pleased, plus I got to see a number of my friends and also employ friends for the event.	yes
The warriors made it to the second round of playoffs.	yes
I spent the day at the beach with my sisters, daughter and nieces	yes
i've eaten a pizza last night	no
The day was sunny with a slight breeze.	no
I spent some time alone with my partner.	yes
I'm reading the 3rd novel of Jacqueline Carey's 3rd trilogy, and I'm really enjoying the escape to far-off lands.	no
My daughter made me lunch.	yes
Made weekend plans for myself with family.	yes
Yesterday my dad brought a my new iphone to me and he given that as a surprising gift to me.	yes
I am going to temple	no
I had breakfast with my mom.	yes
I received a phone call tonight from a high school friend who I haven't spoken to since 2010.	yes
I woke up on time to make it to work early, now I can leave work early.	no
I WENT TO TEMPLE	no
I started packing up my office at my current place of employment because I'm starting a new job very soon.	no
My son texted me to check on me and told me he loved me.	yes
I was able to successfully reschedule my dentist appointment without additional fees that I had forgotten about.	yes
Buying nutritive food for my pet ( dog )	no
My daughter made the neatest little clay figures that we baked together.	yes
Meeting my idol, Mary Beard, and being able to talk to her afterwards, and get her advice!	yes
Incompetent owner of store where I work has been fired and head office has taken over the store, which means more reliable paychecks	yes
I started an exercise program to help me feel better, and increase my chances of living longer.	no
I was able to go for a bike ride; I love cycling, and it was the first day this year that it was warm enough to go out.	no
I bought a new dryer that my girlfriend had been wanting.	yes
A game came out that I enjoy playing.	no
I bought a new car	no
My husband and I went to the movies.	yes
My cat was extra cuddly last night.	no
A coworker played a really creative and funny prank on me and I finally got him back.	yes
My boyfriend brought me coffee in bed.	yes
The Dallas Mavericks won the last game of their season.	yes
I read an article about one of my favorite baseball players and learned that we went to the same university.	no
My son, who lives in another state, posted photos of himself, his wife and my granddaughter's first trip to Sea World in Orlando.	yes
Learned to make pasta sauce.	no
I had a problem with an order I placed online, so I e-mailed customer support and they gave me a $10 credit to apply to my next order.	no
My friend got a promotion at her job.	yes
I visited Miami for my Spring Break and got to see old friends	yes
My friends and I watched a basketball game and ie team won!	yes
I received some very old photographs of my ancestors from a family member.	yes
I was not feeling particularly well one day, and while lying on the couch my cat came up and cuddled with me.	yes
when i saw the progress being made on dad's new house being built	yes
My best friend graduated from Law School, so I got to proudly attend his graduation ceremony.	yes
HAPPY TO IN WORK	no
My son and daughter n law made dinner for my husband and I on our wedding anniversary.	yes
I adopted a new cat from a local shelter.	yes
I had dinner with my wife.	yes
I WANT TO READ	no
I took a walk around a park with my girlfriend and we stopped at the on-premise petting zoo to pet a very pregnant goat.	yes
Getting hired to work on freelance graphic design work.	yes
The look on my wife's face when i gifted her iphone 7	yes
I have gotten several new clients and a steady stream of good work.	yes
I adopted another cat today and she is really nice and friendly	no
I helped plan a surprise party for my Mom's 70th birthday party coming up.	yes
i was really happy when i had a chance to run with my friends	yes
I received a raise at work.	no
I tried a new food I had never eaten before and it wasn't too bad.	no
Our son was yelling my name this morning to get him out of his crib.	yes
I was happy because I was invited to go to a party this Saturday	yes
I received multiple bonuses last night on mturk where no bonuses were in the description of the work I did so it was a wonderful surprise this morning.	no
We had a fun evening the other night with friends over for movies, and Pizza.	yes
I was happy when my new recipe came out very good.	no
i love the movie bahubali that i watched yesterday that made me really happy for a period of time  and i still feel the happiness of it.	no
I was able to get a car for my children.	yes
Following a long day of work, I received a long hug and pep talk from my spouse.	yes
my child calling me mumma for the first time made me a lot proud and happy that I could not overcome the feeling of joy after hearing that from him	yes
When my mother made a surprise visit bringing with her my favourite fruit cake and marzipan.	yes
I went to a concert with friends.	yes
My work colleague gave me the news that I was promoted to a higher rank.	yes
I received praise for me hard work at my job.	no
Another event that made me happy in the past 24 hours was when a gift arrived for me in the mail that my girlfriend got me.	yes
When I finally bought the apple watch Ive been wanting for a while now.	no
I am going to the Bahamas next week, constants thought of it have made me happy over the last 24 hours.	no
Walking in the rain with my puppy and enjoying an empty park.	no
I officially finished the majority of the work for this school year so that I can graduate.	no
Hearing that my mom's knee surgery when ok.	yes
Am Happy when am get a college administration seat in a Top University ,  I am selected that college Student as a Degree so am happy.	yes
MY MOMS BIRTHDAY CELEBRATION SO I ENJOYED THE PARTY IN MY HOME	yes
I had nice lunch with my friends in Taj Hotel.	yes
I play during rain	no
When my child told me she wanted to spend the day with me instead of going to daycare.	yes
I bought my favorite ice cream.	no
I WENT TO TEMPLE	no
i got job after 4 years, now i am getting good pay	no
I hung out at my boyfriend's place of work, a bar, on Cince de Mayo and got to spend time with people I had not seen in months.	yes
Finding out I was pregnant made me happy.	yes
I got to spend an entire day in bed and didn't have to do anything.	no
I helped my son's 4-H club pick up trash on trail near the river.	yes
I was able to enjoy wine and candles in the bathtub after my child went to bed.	yes
I was given the opportunity to take a written exam for a new government job.	no
Listening to a good song.	no
I WENT TO SHOPPING	no
I had a glass of iced coffee in the morning.	no
I finished screening in the balcony of my apartment so my cats can safely stay outside and watch nature.	no
I was able to watch my three boys play together in the gym at our church.	yes
I bought a new laptop.	no
I talked on the phone with a good friend of mine for about thirty minutes.	yes
I paid off my biggest debt (credit card) which is something I never thought would happen.	no
I ordered my favorite pizza from my favorite shop and had it delivered as a treat.	yes
Designing my world using an out-of-game tool, for an open-world game I intend to play soon.	no
Eggs were on sale last night at the grocery store.	no
I organized a spring BBQ picnic with friends at a nearby lake.	yes
Going to personal training and completing my reps last night	yes
I was happy when my husband replaced my tail-light bulb without me even needing to remind him.	yes
Ate mexican food for dinner.	no
I received a birthday present from my sister.	yes
Being told I have a chance for promotion at work.	no
I was feeling yucky and blah after a crappy day at work and my boyfriend picked me up an ice cream treat last night.	yes
I got engaged to the person I've been in relationship with, for the past 9 years, with full support of my parents.	yes
I was able to find the last few Cadbury Creme Eggs at the store, taking all of them instead of letting the rude family searching for them have any.	yes
I talked to my partner on the phone about his recent performance in a race (he did well).	yes
Can definitely tell I'm losing weight when I look in the mirror.	no
I WENT TO SHOPPING	no
I had an appointment with the midwife and got to hear my babies heart beat.	yes
when i gave the money to my parents and they thank me a lot for this	yes
I got a bonus on my other work!	no
Hearing my mother is cancer free and talking with her through the tears and all the good times we had.	yes
Finally eating a good dinner after a day at work.	no
I received a beautiful note from my daughter celebrating my birthday.	yes
HOLIDAY VACATION WITH MY FRIENDS	yes
I was able to go on a 22 mile bike ride.	no
I took my children to a local festival.	yes
My wife and I purchased a bigger care for our growing family.	yes
My favorite team won their basketball game last night.	no
I watched one of my favorite tv programs.	no
I went to a NFL game with my best friend.	yes
I WENT TO SHOPPING	no
I finally got over a stubborn cold that lasted 2 long weeks.	no
After the park my daughter took an hour long nap and I was able to get a little housework done while she was sleep.	yes
I celebrated my mom's birthday and it was fun to be with family.	yes
Finishing my summer class and receiving a good grade.	yes
My husband got me 5 new pairs of leggings that I had be wanting.	yes
My puppy was able to sleep in until 10 AM.	no
I spent some time cuddling with the dog.	no
I was happy to see some friends while they were on vacation.	no
The weather was wonderful and I was able to fully immerse myself in it for a while.	no
I got to see my niece, we played for a few hours and had a blast.	yes
I watched my new favorite movie last night, Fantastic Beasts, and really enjoyed it, again!	no
I was able to get in an intense push workout that makes me feel nice and pumped up.	no
I caught up on some of my Netflix shows the other night.	no
I ate wonderful breakfast this morning.	no
My friends came back from vacation and I was able to hang out with them last night.	yes
I got to see a very large pileated woodpecker at a very short distance in my yard	no
This morning's weather was overcast, which prevented the temperature from being too hot.	no
Going for a date with my girl friend	yes
i m really happy this survey is back and is giving me reasonable amount to talk about my feelings .and i'm watching the 100 serial it is made me very happy and im addicted to it.	no
I made a bean and bacon soup that was amazing and it was eaten by my picky toddler.	yes
when my wife hugged me after a 2 day cold war	yes
I listened to the latest episode of 2 Dope Queens (a podcast.)	no
Got accepted into a work from home position, just waiting to sign some papers now.	no
"My son said ""I love you mama"" for the first time."	yes
I am very happy when I got a new job	no
Someone at work brought in candy for everyone.	yes
I was happy when I saw that my kid was practicing her guitar on her own.	yes
I started working again.	no
I WANT TO SHOPPING	no
I ate pizza for dinner last night.	no
My team wins an exciting football match.	yes
I was in a good mood this morning when my son and I got to meet our friends for a play session.	yes
Last week, I took a day off and went on a three day weekend get away trip.	no
My puppy escaped from our yard, I drove around the entire neighborhood looking for him with no luck, upon arriving home he was laying asleep in front of the kitchen door.	yes
got a gift from my uncle	yes
After months of grieving over my old cat as well as the recent loss of my job, I adopted a new cat from the shelter who had been there longer than any of the other animals and she's a sweet and perfect fit, despite how the shelter workers described her.	no
I joined the Gym last month and started to workout.When I completed the first day of workouts ,I felt really happy and proud.It gave me a confidence and I was happy all night.	no
I cooked some broccoli and beef from a recipe I looked up online and it turned out amazing!	no
My manager inform me that I got promotion in my job.	yes
Report cards came out at all my kids are doing great.	yes
Read an article on Medium that gave advice for a situation similar to mine	no
I made dinner and my husband said it was yummy	yes
I WENT TO SHOPPING	no
I went diving with my best friend.	yes
Seeing our teaching schedule for next year (and the last day being May 29th) made me happy, summer will be longer.	yes
My work colleague gave me the news that I was promoted to a higher rank.	yes
My neighbor raises rabbits and I found out just a few hours ago, that I'm getting bunnies, 2 I think.	yes
I created a virtual server on my laptop in Windows 2K8 OS by which anyone can access files on a drive on my laptop specified by me through a link and so it works like an online storage solution which makes me happy.	no
I bought a new jewellery which made me happy	no
I completed a certification in my field of software development with a good grade.	no
I worked out and make good progress on my weight lifting goal.	no
The golden state warriors won their series.	no
Taking my children on a plane for the first time, to visit their grandma.	yes
I WENT TO SHOPPING	no
I took my granddaughter to the water park.	yes
I WENT TO TEMPLE	no
Talking to my husband about our future together.	yes
When I stand as the representative of a large group of people.	yes
MY SISTER BIRTHDAY PARTY	yes
When I found out I got the transfer at work that I wanted, I was thrilled.	no
I WENT TO SHOPPING	no
an event that made me happy was my son's band concert, where I got to see him play the tuba.	yes
I got to eat Chili's for dinner and ate all of my fries for once.	no
My kids were able to get out of school early for their doctor appointments.	yes
I took a nap promptly after class.	no
I love play Soccer with my Friends during the day	yes
I received a compliment on a presentation I made at work.	yes
MY COLLEGE LIFE IS VERY ENJOYMENT AND THE FUNNIEST MOMENT IN OUR LIFE	yes
MY HUSBAND GIFT THE DIAMOND RING PRESENT TO ME	yes
While I was sitting on the couch, my cat jumped up next to me, nuzzled me and purred and purred.	no
I bought some of the best tasting strawberries and blackberries that I've had in recent memory at the grocery store.	no
Our youngest son made the Principal's Honor Roll.	yes
I went for a nature walk through a nearby nature reserve on a beautiful day, it was very relaxing and I enjoyed everything about it.	no
I hiked through the Sourland trails in the rain, it was beautiful!	no
It made me happy when my infant son used baby sign language for the first time.	yes
My wife told me she appreciate me checking in on how she is feeling every few nights.	yes
I WENT TO COLLEGE.	no
The guy I have been seeing recently for about 3 months came to my house with flowers for no apparent reason.	yes
My father came home today from our village after a long vacation.	yes
Happy that ronnie took me out for pizza	yes
my gf bought me a pack of cigs	yes
I watched a movie and made buttery popcorn.	no
I got a phone call about a job interview, I am currently looking for work so it was exciting.	no
I was really happy today when Keurig Company included me in a test market, where I was able to purchase a new, un-marketed coffee maker for $25.	no
I discovered cloud gaming (liquidsky.com) and can now play games that my current computer can't handle.	no
My wife let me play Zelda on the big tv last night.	yes
I got ice cream at the local ice cream stand.	no
I got to attend the graduation party of a high school student I helped tutor in calculus this year.	yes
I got to nap with my cat purring next to me and it was very peaceful.	no
i found out that i get out of work early tomorrow	no
i purchased my favorite poori baji from a hotel last week, which makes me happy	no
My work colleague gave me the news that I was promoted to a higher rank.	yes
I watched TV.	no
Having my dad visit and stay for a few weeks after being overseas for months.	yes
Yesterday, I reached my earnings goal for the day.	no
I was the beneficiary of free yard work that was offered to me by the Catholic Church in my neighborhood.	yes
I think I will be able to get a new job when we move.	yes
I had some clients consign material at work.	yes
I found 2 shirts I liked on clearance at Old Navy.	no
It was a hot, sunny day, and I felt the breeze on my face as I drove my motorcycle down the road.	no
I WENT TO SHOPPING	no
Last night I played a computer video game that I hadn't played since college, and it took me on a nostalgic trip.	no
I GOT A CHANCE TO PARTICIPATE ON MARATHON RUNNERS IN STATE LEVEL COMPETITION	no
I was able to actually buy a car.	no
I got to see my grandma and promised to make her my brownies when I come back next time.	yes
my best friend got married last month	yes
Taking a week long vacation	no
I stepped on the scale and lost a lot of weight.	no
My team winning a playoff game.	yes
Tonight is taco night!	no
My son gave me a huge kiss before getting on the bus and told me he would tell me all about his day when he gets home.	yes
I took my kids and wife to a local carnival ride, and we had great time.	yes
A coworker gave me a coke for free!	yes
My dog makes me happy everyday.	no
I got to read a few chapters of my book on the porch this weekend	no
I was very happy when my daughter returned from a trip out of the US!	yes
The day became so hot that it felt like summer and I could finally put a dress on.	no
Last night I had a very satisfying intimate encounter with my girlfriend.	yes
Cooking dinner with my family	yes
When my son gave me some money.	yes
I bought my first car within the last month.	no
I listened to a really nice podcast on the Gospel readings from this past Sunday.	no
I got a promotion at work.	yes
I had the luxury of being treated out to a nice dinner by my father and the food was delicious.	yes
Getting my new PC microphone made me incredibly happy.	no
While listing to an old playlist of music I made I found a song that I used to love.	no
i am still watching movie	no
The day with my wife	yes
I got an amazing job opportunity to illustrate for a magazine.	yes
There was a new episode of my favorite podcast about one of my favorite conspiracy theories.	yes
I WENT TO SHOPPING	no
My sister-in-laws and I went to see Beauty and the Beast.	yes
Eating baked goods made by my husband made me happy.	yes
I WENT TO SHOPPING	no
I listened to some media that affirmed my views on politics.	yes
I spent all Saturday shopping with my daughter.	yes
About a month ago a friend i had not seen in years came to town and stayed with me for a weekend.	yes
I have discovered a lot of great albums this year.	no
A group of kids were at the front door with my nieces and I made a joke that surprised everyone and made them laugh.	yes
I ate a piece of chocolate.	no
I practiced my drawing today for about 50 or so minutes.	no
I HEARD FROM A LONG-LOST FRIEND	yes
I love play Soccer in the Stadium with my Friends	yes
When my daughter told me she was expecting.	yes
I watched LDS General Conference today and it made me happy.	no
I picked my mom up from the airport after her safe journey to and from The Masters Golf Tournament.	yes
The new book I wanted to read finally arrived on the mail,, I had been waiting for it for weeks!	yes
I WENT TO COLLEGE.	no
When I was driving home from dropping my husband off at work, I viewed a very beautiful sunrise.	no
I am newly divorced and had gone to my brothers to visit him and that time he handed me an envelope and said to me this is to help you get through a couple of months of bills, remember he said I am always here for you.	yes
I made some pretty tasty dinner tonight.	no
I was out running and it started to rain on me lightly, which was thrilling because I love to run in the rain.	no
I bought my first 4k TV and switched back to Dish for a new customer discount.	no
the wedding of my brother	yes
Spending the weekend with my cousin and her new baby.	yes
I was ranked as one of the best employees at my job.	yes
I got my engagement ring out of layaway finally.	no
Walked around our Downtown for 5 miles with 2 dear friends.	yes
After a year and a half of planning a private sailing trip to Cuba with friends we are finally ready to set sail.	yes
I ate a delicious home cooked dinner.	no
Another happy moment i had was when i found out i was accepted into pharmacy school, i was ecstatic because i have been working at this for so long.	no
Got a new job	no
I did some side work and got paid very well.	no
I splurged and got a super yummy coffee at a new coffee shop that opened up.	no
I was happy when I went on a trip to the northern coast about a month ago.	no
I was happy to watch Master of None; it's a pretty good show.	no
In last 24 hrs I went with my cousin to see a drama n it was so comedy that we laughed so much .i was happy to see the drama for the first time .	yes
I got to sit down and have a date night with girlfriend where we watched a movie and drank a little.	yes
I WENT TO TEMPLE	no
I got my passport for my big trip.	no
My friends dog was lost and someone found it she gets it back after 3 days.	yes
I am making curry for dinner tonight and started already.	no
I talked to my mom on the phone about her upcoming trip to visit me.	yes
Today, I ate a delicious peanut butter and marshmallow fluff sandwich on white bread.	no
I am Successfully Completed My M tech Study in Last Month that time my family feel very happy in that moment,My father feel very Proud my son was completed M tech Study.	yes
I switched jobs into a new school and I'm happier with my everyday routine and responsibilities.	no
I was happy when I bought Sniper Elite 4 mid-February.	no
Managed to finish an extensive 5 page paper and a 2 page paper in the span of a few hours.	yes
My son got a good grade on a science test.	yes
I WENT TO SHOPPING	no
I am happy that my child is awarded as a young scientist.	yes
Enjoying the season finale of The 100 (TV show).	no
I was able to see my parents for the first time in a long time.	yes
I received a raise at work.	no
Finding out that I'm closer to being able to travel abroad.	no
I listened to the first episode of a new podcast and I'm looking forward to binging the rest tomorrow.	no
I got approved to Mturk a few days ago and been making a nice amount of money.	no
We got through a big awards ceremony that my team was responsible for and got lots of kudos on a job well done.	yes
The rain stopped long enough to walk the dogs.	no
Eating tacos when I was really hungry.	no
My son, who is 9, willingly tried and ate an entire salad with his dinner last night.	yes
I made it to church on time this morning even though I was running 10 minutes behind when I left the house.	no
After a brutal 14-hour long day of factory work, my fiance was waiting at home for me with my favorite dinner prepared, my favorite movie ready to go on the television and a giant marijuana cigarette; needless to say it was one of the cheeriest and relaxing nights I have ever had, granted it had been years since smoking marijuana.	yes
Going to the gym and working out	no
I bought and currently playing The Legend of Zelda Breath of the Wild and enjoying it very much.	no
I found some cute clothes on clearance with excellent prices.	no
I passed my driver's license test with only one wrong answer.	no
My state chemical dependency board approved me to sit for an exam that will grant my independent licensure.	yes
Digivolving in a game, I've been working towards that for an hour!	no
I was happy to see how great my yard looked after the lawn service came and mowed it.	yes
going to the gym.	no
I got a burger for lunch and it was cooked perfectly because it wasn't too rare or too well-done.	no
I bought a new car	no
Yesterday, I got to go on a nice long bike ride as the weather was unusually mild.	no
I WENT TO TEMPLE	no
Renting a new apartment for the fall made me happy	no
Listening a certain song when goes on the long drive in the car and feeling very blissful on that time how much fun I`m having.	no
One of my trashy TV shows started last night so I was happy to look forward to at least 6 weeks of Sunday night TV for a while.	no
I had a student write to thank me for my work with her in the last semester.	yes
I found out that I'm going to be having dinner with some friends tonight.	yes
I WENT TO TEMPLE	no
I attended my first rock concert.	no
I went to grab some coffee and a donut with one of my best friends, we had a great time talking memories.	yes
"When I am getting ready to go to my office, my father send off with cute smile and say ""Have a nice day and take care"""	yes
I met up with a good old friend I haven't hung out with in a while, and we walked around our old college campus and talked about good times.	yes
I had dinner with an old friend and hopefully reconnected.	yes
Braves beating Pirates made me happy last night.	no
Went to Ooty for this summer holidays	no
I learned that I will be graduating next year.	no
My spouse made me happy this morning when he woke me up with a kiss and told me he loved me.	yes
I learned that my favorite football team signed a good player.	no
My girlfriend sent me a picture of us on our first date.	yes
When a good friend called up to apologise over a misunderstanding we had.	yes
I learned how to use the pool vacuum.	no
I finished a good book	no
I had a date night with my wife last Saturday.	yes
I had fun on a trip to Las Vegas.	yes
My roommate's cat slept with me all night.	no
My daughter and her husband moved back from California and now live within an hour's drive from us.	yes
Tried to mix tuna, velveeta shells mac and cheese, and ritz crackers and it turned out very well.	no
The grocery store had a sale on my favorite pizzas.	yes
Finally getting some pain medication for my sore gums, teeth and an antibiotic	no
When I got a Nintendo Switch.	no
Today I got to be a super couponer at Walmart and walked around just buying things on the iBotta app.	no
My mother gave me a sum of money for no apparent reason.	yes
I completed a work task without any errors.	no
My daughter cooked dinner	yes
My oldest son graduated cum laude from TX A&M.	yes
As I was walking to retrieve the mail I saw a neighbor walking their adorable dog.	yes
The day I bought my first new car	no
One of my favorite songs played on the radio.	no
The sun was shining for the first time in a long time.	no
I WENT TO TEMPLE	no
Went to see family	yes
Went to movie with my friends it was fun and a very happy moment	yes
My son told me he is having the best time while we were at the beach this morning in Florida.	yes
Last night,  I baked my first batch of cookies and it was a big success.	no
I got three days off from work.	no
I received a very special gift from my inlaws to celebrate 10 years of marriage that we celebrated this month.	yes
I went shopping and found a shirt that I love.	no
I was at work and we were doing the dishes, I put a upbeat song on that is native to my hometown, all my coworkers started dancing.	yes
I was accepted to the Cell and Molecular Biology PhD program at the University of Pennsylvania.	no
I had a great lunch with my daughter and a few of her friends last weekend.	yes
The day with my wife	yes
I had a very good day in sales at my job yesterday.	no
I have had plenty of work to keep me busy today.	no
I played in a lottery pool and ended up winning it and took home a cool 500.	no
walked on rain with my friends for reaching home from my college.	yes
A played with a cat that was on my front porch.	no
I went to a basketball game with my family.	yes
My daughter made me a hand made craft at school that has our picture on it.	yes
It made me very happy to spend a video game with my brother.	yes
I visited my mother in San Diego and enjoyed the weekend.	yes
My father started moving his fingers.	yes
Made some tea.	no
I WENT TO TEMPLE	no
Another moment that made me happy was, seeing my friend from Canada, and taking her out for the night.	yes
I felt happy when I woke up from a bad dream and saw I was still with my boyfriend.	yes
I accepted a new job.	no
I got to leave work early to deliver parts.	no
I got a phone call from my old college roommate.	yes
My brother was actually showing some concern for me this past week!	yes
I made plans to go to travel to another country on vacation.	no
I was able to celebrate with my coworkers at lunch over my CPA certification	yes
I got to go to my son's cub scout meeting for the first time tonight.	yes
My husband took me to the shopping mall and I was happy roaming in the mall.	yes
I met my old friends we had the old chats and all those fun moments again.	yes
Eating dinner and relaxing with my wife.	yes
My work colleague gave me the news that I was promoted to a higher rank.	yes
I had a successful day at work in regards to helping people	yes
I paid for online courses entirely through making money online through websites like MTurk	no
I finished running the Boston Marathon.	no
Last week I was rushing to catch the last train which is going to my office but as I was late I was suspecting that I will not be able to catch the same , nut as soon as I reached the station I got the train and I reached my office in time which makes me happy.	no
I bought a box of cookies at the supermarket so every day I can enjoy one cookie while drinking coffee in the morning.	no
Yesterday at lunch I tried a new sandwich place and it turned out to be great.	no
I ate some pizza slices from my favorite place on the way home from work.	no
Taking a long drive on a calm road with my family members who love me always.	yes
I received praised from a client for work I did on a project.	yes
I presented an important project at work and it went well.	no
I WENT TO SHOPPING	no
My dog behaved when confronted by another dog on our daily walk.	yes
My son took his nap like he was suppose to!	yes
I could fit in my old jeans today very easily , felt like my diet plan was pretty successful.	no
Finding out that my dog's animal hospital bill (almost$1000) would be free because of a error on their part that the clinic wanted to correct.	no
Purchased some wireless headphones for my iPhone 7 Plus.	no
It made me happy when I was told that I qualified for an above average raise!	no
A simple WhatsApp conversation and the fact that I had food to eat I just bought new DSLR and the moment my young kids opened the box my house was full of giggles and chuckles .. Hehe huhu..this made me extremely happy.	yes
My son learned to meow like a cat.	yes
I enjoyed swimming in the beach near chennai.	no
My son and I played a video game together and laughed about my clumsy usage.	yes
Recently, I was promoted at my job and it was truly a long time coming.	no
My husband sent flowers to my office.	yes
I was happy that a chair I wanted went on sale.	no
My boyfriend sent me a text message of a really funny picture of a dog wearing a bunch of loose fur like a hat.	yes
I had a delicious meal with a friend.	yes
I bought pizza and my family was happy.	yes
Having lunch with my mother.	yes
My daughter did well on her test in school.	yes
I finally bought a functioning electric guitar.	no
I saw an old friend again who had been living in Europe for two years.	yes
I saw a preview screen for the new television show Inhumans.	no
I got steak nachos for dinner today!	no
Helping my friends move into their amazing new house and seeing their smiling faces made me happy	yes
My wife helped out with the kids yesterday and allowed me to get ready for an appointment.	yes
I recently was able to save enough money to buy a cosmetic product I've been wanting for a long time.	no
I finished up a difficult task at work and learned some information that is going to make my work substantially easier in the future.	no
My daughter turns her head when you call her name and smiles for the first time.	yes
My sister and I had a sleepover and talked about childhood memories.	yes
Talking to a client and connecting with them, seeing each other eye to eye and agreeing with our views made me happy.	yes
I visited my parents and spent time with them.	yes
I was elected as the representative of a group of young peoples.	yes
I bought a new car for my  father.	yes
My cord for my external hard drive came, so I can next making it work.	no
I got a 98% on a midterm paper for one of my major specific courses.	no
I went to a pool party and my friends liked the girl I brought.	yes
I bought running Nike shoes that were 50% off the past weekend that were exactly what I was looking for.	no
I gave my husband some good advice that he took, and it made his day better.	yes
Last night it made me happy when my son selflessly shared his snack with his sister.	yes
I went to dinner with my daughter and that made me happy.	yes
A co-worker that I disliked at work left the company.	yes
I fed stray dogs outside the theatre	no
I attended a crawfish boil with my family.	yes
I went to church for the first time in a while.	no
I got my father-in-laws death certificates in the mail this morning, finally, after waiting for them for days.	no
I bought a remote controlled toy car for my son and he was very happy.	yes
When my girlfriend brought me coffee to bed this morning.	yes
I WENT TO TEMPLE	no
I travel to Dubai to shop	no
Yesterday visited local temple	no
We ate at Cheddar's today for lunch.	yes
I finally got a promotion from my job.	no
Acceptance to a language program	no
Lately, I worry that she hasn't been eating enough, however this morning my dog ate quite a bit more than she normally does.	yes
I went to the Shake Shack near me for the first time and ate a delicious lemon flavored ice cream that they serve there.	no
My husband had a great blood pressure reading.	yes
I went to see my brother who lived out of state.	yes
We got a new family dog that we wanted for a long time	yes
My programmer friend told me that the idea I had for an app was the only one that has ever been pitched to him that he thought was good and he wants to help me create it as a partner.	yes
My cat welcomed me home after I was gone all weekend, and snuggled with me all night on the couch and then in bed.	yes
I was able to get a new iPhone.	no
I had tacos for dinner, and tacos are my favorite.	no
I was accepted into a Masters program at UW for next year	no
I received a bowl that I made in a glass art class and was pleased at the result.	no
A C-level executive spoke to my team and then came by to tell me I was doing a good job managing them.	yes
Helping my brother move	yes
I had the day off from work.	no
When I watched Mr. Church, it made me happy.	no
I WENT TO TEMPLE	no
I got free fries from McDonald's.	no
I got compliments on a post on my tumblr blog.	yes
Watching the stars in the sky.	no
Just bought a new car.	no
"My first child started saying ""I love you"" back to me."	yes
I was very happy when I went to the mall with my friends	yes
I was able to make up with my girlfriend after a huge fight.	yes
I got a nice deal for the DSLR camera that I have my eyes on for at least 1 month.	no
I watched a basketball team that I like defeat their opponent and earn a trip to the NBA Finals.	yes
My family and I were able to plan a vacation together for the summer.	yes
The day with my wife	yes
Petting and cuddling with one of my cats made me happy last night.	no
The day we celebrated my daughters tenth birthday.	yes
A friend helped cover the cost for a car repair.	yes
I got to see Lebron James play basketball in person for the first time.	yes
I hung out with my crush and he told me that he likes me.	yes
My best friend called me and invited me to a baseball game this week.	yes
Eating a delicious steak for dinner.	no
"One of my students hugged me at the end of a lesson and said ""When I grow up, I want to be you!"""	yes
Last month, I received news of a new title promotion and salary that I will be receiving starting in June.	yes
Got to travel in an airplane.	no
My wife made me my favorite breakfast, apple cinnamon pancakes with bacon for sides.	yes
I went to lunch with my friend and had a nice steak sandwich which was tasty.	yes
I went to dinner with friends.	yes
I was allowed to pet a stranger's dog for a long time last week.	yes
My mother got a promotion	yes
A friend I haven't talked with in a while texted me out of the blue.	yes
I got a good deal on three twelve pack of sodas.	no
I called a sales rep for work and she was a sweet old woman and it made me smile.	yes
I had dinner with my aunt last Tuesday at an Italian restaurant.	yes
"When I am getting ready to go to my office, My parents send off with cute smile and say ""Have a nice day and Take care"""	yes
My friends and I had our first backyard BBQ a few weekends back.	yes
Going out to get coffee at a local shop.	no
I enjoyed my mothers day with my family and the weather was SO nice.	yes
I got a promotion at work.	yes
We went driving around and exploring other cities.	yes
I went for a long walk with my dog and my daughter.	yes
I was able to fix my computer	no
I spent time outside at the park with my daughter.	yes
I WENT TO COLLEGE	no
My daughter baked a cake for me in the new oven	yes
When I got home, I had a cup of coffee and ate my favorite burritos to relax.	no
I returned a couple of items that I've been wanting to return for a while	no
"I went to the movies with my family to see ""Get Out."""	yes
Spending Easter Sunday with family and friends; we had lots of food and an egg hunt.	yes
I played Pathfinder (A role playing game similar to Dungeons and Dragons) with a bunch of my internet friends.	yes
Went to a concert with my girlfriend.	yes
The weather was absolutely beautiful yesterday, so I kept all the windows open well into the night.	no
I had a delicious breakfast today.	no
After many meetings, phones calls, and emails, I finally got my son accepted to an amazing private school for children with Autism!	yes
MY BIRTHDAY PARTY CELEBRATION	yes
I sent off my brother by giving many surprises like preparing cakes with innovative arts.	yes
I got offered to interview for a job that has a higher pay than the one I had previously interviewed for.	yes
Ate a big grilled chicken salad.	no
I rode my bike through the woods.	no
I went hiking in this beautiful park with my two best friends and we had a really great time.	yes
I went to the museum of science and industry	no
My dog made a difficult catch of a frisbee.	yes
I helped someone pass their calculus class.	yes
A few friends and I planned a get together.	yes
I received a gift from my mother.	yes
I watched the third season finale of the TV show Black Sails.	no
I beat the second Legend of Zelda game for the NES and it's really a hard game!	no
Watching my daughter dance at her recital.	yes
I found a cheaper way to reserve a rental car and get an automatic upgrade.	no
It made me happy to eat chocolate with my girlfriend an hour ago.	yes
